SITE_NUMBER,LATITUDE,LONGITUDE,ELEVATION,AVERAGE_TEMP
31702099999,49.0,131.0833333,257.0,30.607589285714287
30925099999,50.3666666,106.45,797.0,31.51415094339622
56183099999,32.333,103.733,2697.0,52.9202216066482
30424099999,55.4833333,105.4833333,372.0,-17.708695652173912
63790099999,-3.35,37.3333333,831.0,75.71043956043955
44277099999,46.4,96.25,2181.0,29.56231884057971
44294099999,47.3,107.4833333,1430.0,23.543925233644863
74788012810,27.85,-82.51667,4.3,71.60493150684931
47132099999,36.5166666,126.3166666,43.0,54.755616438356164
99999923239,37.78333,-122.31667,9.1,59.27232876712329
94430099999,-26.6136,118.53722,519.0,71.52767123287671
25392099999,66.933,-171.833,20.0,13.037320574162678
42840099999,21.2,72.8333333,12.0,80.87225274725274
71959026394,69.45,-133.0,6.1,14.073076923076927
29393099999,57.65,99.5333333,220.53,23.225510204081626
35715099999,46.8,53.917,18.0,52.80813008130081
36022099999,52.0166666,80.3666666,208.0,30.346753246753245
38396099999,41.5666666,60.6333333,101.0,51.650000000000006
61202099999,20.242983,0.977308,494.08,83.61468144044322
12560099999,50.2333333,19.0333333,284.0,46.36039603960396
35529099999,48.217,57.117,151.0,41.22077922077922
63030099999,14.833,39.333,2642.0,64.15
57328099999,31.2,107.5,344.0,66.38359133126936
47819099999,32.8166666,130.7,39.41,61.54301369863014
59658099999,21.2166667,110.4,28.0,73.86638888888889
62007099999,32.5552778,12.0555556,4.0,66.99835164835166
82030099999,2.0666666,-50.85,10.0,81.15013698630138
52895099999,36.583,104.683,1505.0,49.75589887640449
30649099999,53.183,111.717,973.0,21.284153005464482
54027099999,43.9833333,119.4,485.0,41.136986301369866
72450503923,37.61667,-97.26667,417.9,55.8641095890411
47663099999,34.0666666,136.2,17.1,60.206849315068496
10170099999,54.183,12.083,10.0,46.780273972602735
47118099999,38.2333333,127.9666666,105.5,52.00246575342465
29663099999,55.367,92.3,221.0,28.725974025974025
31329099999,53.0666667,132.9333333,543.0,21.097206703910615
30537099999,54.0333333,108.2666666,464.0,28.760330578512395
99999993846,34.4977,-82.7097,231.6,59.49643835616438
99999926510,62.9574,-155.6103,101.5,27.13945205479452
59855099999,19.2333333,110.4666666,25.0,75.24972375690608
66285099999,-11.768086,19.897672,1328.92,68.98434065934067
72528014733,42.9408,-78.7358,218.2,47.11397260273972
54096099999,44.3833333,131.15,498.0,36.96208791208791
99999993209,35.6697,-120.6283,246.9,59.255890410958905
38799099999,38.0833333,62.8,185.0,55.88676470588236
29827099999,53.2666666,80.7666666,122.0,-14.459999999999999
25941099999,60.7333333,163.0166666,14.0,17.443589743589744
72340813814,35.96667,-89.95,77.4,48.094039735099344
88934099999,-62.067,-58.4,9.0,26.603314917127072
10714099999,49.217,7.4,353.0,47.93561643835616
70272099999,61.25,-149.8,59.0,37.49342465753425
99999913970,30.5372,-91.1469,19.5,66.20383561643835
