SITE_NUMBER,LATITUDE,LONGITUDE,ELEVATION,AVERAGE_TEMP
35229099999,50.245833,57.206667,224.94,49.331219512195126
29939099999,52.6666666,84.9166666,225.0,47.07717391304348
72681024131,43.5666,-116.2405,857.7,49.85972602739726
10456099999,nan,nan,nan,49.49711934156379
10856099999,48.1855,10.861167,555.34,49.44806201550387
31510099999,50.2833333,127.4833333,169.19,38.35915492957746
38763099999,38.9833333,56.2833333,92.0,66.03013698630137
10151099999,54.2,11.1,8.0,47.44682080924855
28833099999,53.8833333,59.2,403.0,34.96991150442478
10361099999,52.117,11.583,85.0,49.75506849315068
10488099999,51.132767,13.767161,230.12,48.445205479452056
30777099999,52.2333333,117.7,525.0,42.786440677966105
38836099999,38.543333,68.825,784.86,59.310370370370364
3208099999,54.417,-4.367,9.0,53.089944134078216
23472099999,65.7833333,87.9888889,38.0,29.317333333333337
12205099999,53.4,14.6166666,7.0,47.62465753424657
28275099999,58.15,68.25,50.0,58.22
24959099999,62.0166666,129.7166666,101.0,41.30588235294118
29612099999,55.3333333,78.3083333,120.0,36.06880733944954
10387099999,nan,nan,nan,56.76265060240964
10550099999,nan,nan,nan,53.527906976744184
37031099999,44.9833333,41.1166666,159.0,59.12916666666667
3159099999,56.033,-3.133,58.0,47.680845070422535
26699099999,54.783,20.617,6.0,53.436633663366344
38457099999,41.257861,69.281186,431.9,59.69705882352941
29231099999,58.3166666,82.95,75.0,35.183606557377054
36177099999,50.4166666,80.3,196.0,51.54719101123595
3777099999,51.35,-0.117,66.0,50.918005540166206
10637099999,50.026421,8.543125,110.94,50.20714285714286
30683099999,53.9666666,121.9333333,522.0,24.55952380952381
3980099999,55.3666666,-7.3333333,25.0,49.21388888888889
23032099999,69.7166666,66.8,25.0,31.30533333333334
31735099999,48.528044,135.188361,74.98,48.115517241379315
28225099999,57.914517,56.021214,123.13,43.30502512562814
3601099999,51.683,-5.167,43.0,50.97797101449276
38750099999,37.4666666,53.9666666,-22.0,60.8
23933099999,61.028479,69.086067,23.16,34.93333333333334
3894099999,49.434956,-2.601969,102.41,52.52032967032967
3005099999,60.1333333,-1.1833333,84.0,45.79369863013698
29843099999,53.767,87.233,213.0,41.843537414965986
30636099999,53.6166666,109.6333333,489.0,41.68425925925926
23678099999,63.15,87.95,46.0,37.226027397260275
72286023119,33.9,-117.25,468.2,68.23123287671233
38198099999,43.2666666,68.2166666,207.0,75.56823529411766
10363099999,nan,nan,nan,50.62173913043478
23849099999,61.343694,73.401842,60.96,26.3
38804099999,38.5666666,63.1833333,185.0,39.63030303030303
38880099999,37.986814,58.360967,210.92,66.97986577181209
35188099999,51.022222,71.466944,355.09,63.03492063492063
28493099999,56.9,74.3833333,73.0,52.96666666666667
3311099999,53.317,-4.617,8.0,50.840223463687146
28044099999,59.6,60.5333333,130.0,40.61974522292993
37228099999,43.0333333,44.6833333,703.0,55.64977168949771
10410099999,51.4,6.9666667,161.0,49.377808219178085
12425099999,51.1166666,16.8833333,122.0,48.04739726027397
37545099999,41.6666666,44.95,495.0,62.43864734299517
29698099999,54.8833333,99.0333333,410.0,44.07814569536424
72226513821,32.38333,-86.35,53.0,58.271739130434774
34655099999,47.6333333,43.15,49.0,55.94035087719298
3797035047,51.35,1.333,50.0,43.6311475409836
35416099999,49.0666666,54.6833333,128.0,56.79191919191919
34929099999,45.034689,39.170539,35.96,59.1318407960199
23242099999,67.6833333,72.8833333,12.0,34.92325581395349
32379099999,55.983,159.983,45.0,20.314285714285717
24944099999,60.4,120.4166666,229.57,-0.9772727272727273
29430099999,56.5,84.9166666,139.0,38.08689655172413
37472099999,43.0,47.5,-18.61,62.47486033519553
72511514711,40.1962,-76.7724,95.1,62.27603305785124
3804099999,49.933,-6.3,51.0,51.738736263736264
35542099999,48.617,61.267,114.0,59.466141732283454
10147099999,53.630389,9.988228,16.15,47.88484848484849
10416099999,51.518314,7.612242,129.54,50.86308139534883
10501099999,50.783,6.1,202.0,50.60219780219781
3814099999,49.95,-5.183,57.0,51.282777777777774
38062099999,44.7666667,65.5333333,129.0,58.47760000000001
35437099999,48.817,58.217,230.0,52.15854922279792
28642099999,55.305836,61.503333,234.39,46.768229166666664
10961099999,47.417,10.983,2960.0,17.415151515151518
23066099999,69.65,84.4,27.1,35.454838709677425
28661099999,55.4666666,65.4,74.0,41.09090909090909
26702099999,54.89005,20.592633,13.1,45.446575342465756
28367099999,57.1166666,65.4333333,102.0,42.36234567901235
35108099999,51.150833,51.543056,38.1,50.75376344086021
26063099999,59.800292,30.262503,24.07,41.921487603305785
3973099999,53.910297,-8.818492,202.69,50.50084985835695
28440099999,56.743108,60.802728,232.86,43.30138888888889
10113099999,53.717,7.15,13.0,51.508108108108104
3026099999,58.215556,-6.331111,7.92,47.40888888888889
37050099999,44.05,43.0333333,538.0,55.751173708920184
35849099999,45.7666666,62.1166666,68.0,73.73939393939393
78793099999,8.391003,-82.434992,27.12,79.67999999999999
30710099999,52.268028,104.388975,510.54,41.5
29581099999,56.2,95.6333333,207.0,42.0578125
23631099999,63.9333333,65.05,32.0,33.09021739130434
3795099999,51.083,1.017,104.0,49.02477064220184
10270099999,52.9,12.817,39.0,53.460215053763434
20292099999,77.7166666,104.3,15.0,20.835593220338986
20674099999,73.5,80.4,47.0,29.174390243902437
10554099999,50.979811,10.958106,315.77,48.28630136986301
10727099999,49.033,8.367,114.0,52.98520547945205
28698099999,54.967042,73.310514,94.79,41.28914728682171
10659099999,49.75,10.2,210.0,58.03855421686747
38987099999,35.2833333,62.35,625.0,60.10069930069931
10609099999,49.75,6.667,265.0,49.787066246056774
29263099999,58.45,92.15,78.0,42.00391061452514
3396099999,53.617,0.15,12.0,49.6853591160221
31960099999,43.1166666,131.9333333,183.0,41.85
3497099999,52.583,1.717,3.0,49.92900552486188
32540099999,53.167889,158.453669,39.92,47.86315789473684
37789099999,40.2122222,44.5297222,1013.39,65.30000000000001
35358099999,49.6333333,63.5,-999.9,59.02222222222222
37850099999,40.35,49.833,5.0,66.25947368421052
38507099999,40.0333333,52.9833333,90.0,72.34411764705884
35700099999,47.1166666,51.9166666,-22.0,51.32888888888888
3953099999,51.9333333,-10.25,30.0,51.13223140495868
36003099999,52.195,77.073889,124.96,48.6985294117647
23914099999,60.4,56.5166666,207.0,40.56994219653179
28722099999,54.557511,55.874417,136.85,46.2331797235023
29838099999,53.363775,83.538533,255.11,47.34140624999999
10763099999,49.498644,11.078106,318.82,47.82637362637362
12539099999,52.267,18.667,75.0,47.37520661157025
10337099999,52.183,9.95,88.0,50.39519650655022
10046099999,54.3833333,10.15,31.0,48.5456043956044
28679099999,54.833,69.15,136.0,59.028571428571425
10513099999,50.865917,7.142744,92.04,50.47972602739727
29865099999,53.75,91.4,245.0,45.595555555555556
30758099999,52.026317,113.305556,692.5,42.35000000000001
32618099999,55.2,165.9833333,18.0,45.45357142857142
3262099999,55.017,-1.417,30.0,48.23928571428571
29634099999,55.012622,82.650656,111.25,38.915306122448975
3091099999,57.201944,-2.197778,65.53,45.66839378238342
29574099999,56.0,92.883,277.0,44.31025641025641
35121099999,51.795786,55.456744,117.95,49.58659793814433
72677024033,45.8069,-108.5422,1091.5,52.57162790697675
10384099999,52.473025,13.403944,50.9,49.01813186813187
3075099999,58.458889,-3.093056,38.4,46.26628571428571
36335099999,49.383,75.517,812.0,5.185714285714285
38911099999,37.8333333,65.2,240.0,54.632394366197175
10865099999,48.133,11.55,520.0,47.518696883852684
12116099999,54.15,15.3,8.0,46.202203856749314
36870099999,43.2333333,76.9333333,851.0,56.659523809523805
10338099999,52.461056,9.685078,55.77,47.86538461538461
30230099999,57.7666667,108.0666667,258.0,38.371578947368434
