SITE_NUMBER,LATITUDE,LONGITUDE,ELEVATION,AVERAGE_TEMP
68180099999,-22.2666666,29.9,525.0,79.34736842105262
1046099999,69.786839,20.959444,4.87,38.94180790960452
72791094224,46.1569,-123.8825,2.7,52.446994535519124
72554199999,40.6,-95.867,354.0,60.71101694915254
97270099999,-8.539647,118.687322,22.0,81.38879781420765
72234899999,31.467,-89.333,91.0,64.44676470588236
99596099999,43.79,-76.87,3.0,54.09411764705882
72782594239,47.3977,-120.2013,374.6,52.41311475409835
92006099999,-5.4833333,144.6,884.0,76.68620689655172
96755099999,-6.55,106.9,171.0,80.22666666666667
2801099999,69.05,20.7833333,482.7,30.308938547486033
99651099999,52.52,-132.68,3.0,52.54333333333332
91197599999,19.733,-156.033,14.0,78.44398907103825
70272099999,61.25,-149.8,59.0,38.68551912568306
72341599999,34.467,-93.083,165.0,62.62540983606558
31917099999,44.0333333,131.3166666,109.0,44.45663716814159
72639094849,45.0716,-83.5644,208.5,43.52049180327868
76402099999,25.0,-111.633333,48.0,72.18768656716418
7503099999,44.4333333,-1.25,39.0,56.99224376731302
71485099999,50.9333333,-127.65,1605.0,50.402958579881656
71699099999,45.0666666,-66.45,6.0,20.791176470588233
94933099999,-37.5666666,149.9,15.0,59.740710382513655
41759099999,25.290161,63.344425,3.65,79.895
72788324220,47.03389,-120.53028,538.3,51.87032967032968
7558099999,44.1166666,3.0166666,720.0,50.864480874316946
10553699999,50.981817,12.506361,195.07,51.40193905817174
85862099999,-45.4,-72.7,10.0,55.9
2410099999,60.6833333,13.7,308.0,39.80027397260274
43245099999,14.45,79.9833333,20.0,84.06383561643835
72533014827,40.9705,-85.2063,241.1,50.20327868852459
98526099999,12.2166666,120.2,60.0,84.13076923076925
62103099999,30.151695,9.715305,341.98,76.75804597701148
76458099999,23.2,-106.4166666,4.0,77.683
91683099999,-18.043267,178.559228,5.18,76.71010928961749
76903099999,14.9166667,-92.25,118.0,81.95595667870036
16470099999,36.816519,11.968864,193.54,65.32429378531073
35229099999,50.245833,57.206667,224.94,44.062295081967214
11135099999,47.4166666,12.3666666,1763.6,37.36573816155989
14321099999,44.75,14.7666666,19.86,61.30246575342466
70291599999,62.7,-143.983,730.0,32.118152866242035
72541799999,42.567,-84.417,280.0,47.78251366120218
2512099999,57.774722,11.870372,17.98,46.126775956284156
72209899999,40.967,-72.25,17.0,59.58705882352941
50353099999,51.7333333,126.6333333,175.6,32.51120218579234
71844099999,53.8166666,-89.9,222.0,26.109041095890408
99427099999,42.97,-70.62,13.1,46.78907103825137
71878099999,52.1833333,-113.9,904.64,37.48770491803279
72562499999,40.791,-99.777,735.0,49.81366120218579
16400099999,38.7,13.1833333,251.0,64.56415662650603
94309099999,-20.7833333,117.15,13.0,81.90054644808743
72330699999,33.65,-88.45,66.0,64.04344827586206
71949499999,70.763056,-117.805833,35.66,6.616167664670659
68714099999,-32.968889,18.160278,32.91,63.199999999999996
16624099999,40.913306,24.619223,5.48,58.595901639344255
60415099999,36.2833333,3.6666666,752.0,49.420370370370364
2605099999,56.45,12.55,10.0,47.92612359550562
71627999999,45.521694,-75.563589,64.31,43.36748633879781
53593099999,39.8333333,114.5666666,910.0,47.87741046831956
71834099999,49.778332,-86.939445,348.69,32.92322404371585
72539014836,42.7761,-84.5997,261.8,47.845355191256836
6612099999,47.0833333,6.8,1018.1,43.84207650273224
57598099999,29.0333333,114.5833333,147.0,63.62950819672132
60535099999,34.6833333,3.25,1144.0,61.10198300283286
54401099999,40.7833333,114.8833333,726.0,49.2292349726776
2103099999,65.7833333,15.0666666,793.0,31.819047619047623
12210099999,53.7666666,15.4,52.88,47.330219780219785
41242099999,25.6166666,56.25,10.0,82.81550151975684
96009099999,5.226681,96.950342,27.43,81.96867469879517
29939099999,52.6666666,84.9166666,225.0,37.73042253521127
47031299999,38.280686,114.6973,71.01,57.4045197740113
71858099999,53.1833333,-99.2666666,223.0,24.74866666666667
29348099999,57.0666666,86.2166666,114.0,34.0207650273224
41431099999,14.753,42.976336,12.49,87.9
8023099999,43.4833333,-3.8,59.0,57.9158904109589
94710099999,-31.5333333,145.8,218.0,65.91256830601093
68185099999,-25.1,30.4666666,1434.0,61.68361204013378
67861099999,-18.2166667,28.9333333,1282.0,68.83674242424243
54208099999,42.1833333,116.4666666,1247.0,38.68005464480874
72586499999,nan,nan,nan,40.17923497267759
15010099999,47.703414,22.885606,126.18,50.05573770491804
11136099999,47.2333333,12.1833333,1010.7,42.59972527472528
71356099999,64.3166666,-96.0,51.0,-2.5912499999999996
33027099999,52.2166666,27.8666666,137.0,45.65245901639344
71539099999,50.3166666,-105.55,577.0,38.03695014662757
2966099999,60.896394,26.938353,103.32,40.678415300546455
11150099999,47.793304,13.004333,430.07,48.327322404371586
13463099999,42.4333333,19.2833333,50.0,61.623939393939395
7061099999,49.8166667,3.2,101.0,50.41068493150685
65271099999,7.703883,8.613939,113.08,82.69999999999999
70271199999,61.817,-147.55,799.0,31.225956284153007
85934099999,-53.002642,-70.854586,42.36,45.32349726775956
53975099999,35.4833333,112.4,659.0,54.71046831955923
6104099999,55.740322,9.151778,75.28,46.92786885245902
2976099999,60.3833333,26.9666666,13.1,42.10573770491803
3006099999,60.45,-1.2666667,7.0,48.31805555555555
44256099999,49.55,114.4,705.0,33.8613698630137
71810099999,49.8333333,-64.2833333,55.0,36.392857142857146
72218399999,45.817,-92.367,301.0,47.95339366515837
36021099999,52.25,79.1833333,142.0,39.51475409836066
28506099999,55.7666666,52.0666666,91.0,41.18571428571428
47542099999,40.734722,140.690833,202.38,51.04453551912569
16754399999,35.421408,27.146008,20.11,66.29262295081966
78647099999,13.936192,-90.835833,8.83,81.40916666666668
41923099999,23.778783,90.382689,7.31,78.92746113989638
95813099999,-35.0833333,139.8833333,72.0,61.627941176470586
47837099999,30.7166666,130.9833333,37.57,68.56065573770492
82917099999,-9.869158,-67.894072,193.24,76.6672131147541
71316099999,54.7666666,-112.0166666,567.0,42.03711340206186
40700099999,39.65,47.9166666,32.0,59.6130303030303
71088099999,69.07,-79.07,41.0,-1.6871698113207543
99999954795,43.1092,-70.9484,19.2,46.263934426229504
94306099999,-21.1833333,115.9666666,12.0,78.0345238095238
37484099999,41.610278,41.599694,32.0,57.76491228070176
96015099999,4.25,96.1166667,90.0,81.76026490066225
40729099999,36.773783,48.359114,1640.43,52.23371104815864
71475099999,49.3166666,-124.9166666,76.0,50.45437158469946
41258099999,23.6333333,58.5666666,3.0,83.6954415954416
3120099999,55.7,-5.3,46.0,51.225210084033606
76848099999,16.25,-92.1333333,1646.0,64.82603773584906
82398099999,-3.776283,-38.532556,24.99,80.91857923497268
93773099999,-44.3,171.2333333,27.0,49.370523415977964
40745099999,36.235195,59.640972,994.56,60.41448087431694
40875099999,27.218169,56.377875,6.7,81.42377049180327
26477099999,56.35,30.62,106.0,44.135384615384616
72365023050,35.0419,-106.6155,1618.5,57.13907103825137
71642099999,47.82,-83.346667,446.53,37.003278688524595
94206099999,-18.1833333,125.5666666,115.0,81.32341597796143
95617099999,-34.5833333,116.35,191.0,57.473684210526315
6432099999,50.575833,3.831,58.82,51.71446540880503
7330099999,46.311303,-0.401503,61.87,53.96010928961748
42542099999,24.617697,73.8961,513.28,79.10817843866172
17170099999,38.468219,43.3323,1670.3,48.859836065573774
31632099999,49.9333333,134.6333333,283.0,30.626548672566376
2992099999,60.2833333,26.45,3.5,44.09933774834437
47587099999,38.9166666,139.85,4.84,55.78659217877095
82579099999,-5.059942,-42.823478,66.75,83.18333333333332
23724099999,62.4333333,60.8666666,51.0,30.864263322884014
91948099999,-23.1333333,-134.9666666,89.0,73.14289617486338
71617099999,48.4166666,-71.1333333,128.0,36.28176795580111
13180099999,45.05,21.0333333,91.0,53.17592067988668
48480099999,12.6,102.1166667,4.0,81.8792349726776
47895099999,34.0666666,134.5666666,6.4,63.03044692737431
71044099999,67.5666666,-139.8333333,251.0,16.22937685459941
71618099999,58.739167,-94.065,28.65,35.9986301369863
72234399999,42.351,-86.256,203.0,29.228
68618099999,-31.500278,19.725897,990.6,62.82067039106146
76840099999,16.2333333,-93.9,48.0,85.09333333333333
47003099999,42.3166666,130.4,3.0,46.79482758620689
52818099999,36.4166666,94.9,2809.0,43.87622950819672
72511699999,40.117,-76.283,123.0,52.80300546448087
68523099999,-30.4666666,20.4833333,923.0,66.09174603174603
64810099999,3.755267,8.708717,23.16,79.23544776119402
58477099999,30.0333333,122.1166666,37.0,63.357103825136605
97240099999,-8.75,116.2666666,96.0,81.04313186813187
91656099999,-16.4333333,179.4166666,2.0,77.02389937106919
27515599999,55.972642,37.414589,189.58,40.38633879781421
78373099999,22.9666666,-82.3833333,78.0,77.65
3827399999,50.422778,-4.105833,145.08,52.94747191011237
48803099999,22.5,103.9666666,97.0,74.66885245901638
1495099999,59.15,10.8333333,10.0,52.13364928909953
94371099999,-20.5333333,150.3833333,6.0,76.10409836065574
91557099999,-17.699325,168.319794,21.33,75.64821917808219
1389099999,61.1833333,11.3666666,255.73,37.214999999999996
1049099999,69.976111,23.371667,2.74,37.8775956284153
78947099999,14.020228,-60.992936,6.7,83.05230769230769
71220099999,54.2958333,-130.608888,22.6,51.30245901639344
7354099999,46.862194,1.730667,161.23,52.984699453551904
38141299999,40.063333,53.007222,85.03,65.01564245810056
47933042215,26.26667,127.75,75.3,72.72152974504249
78384199999,19.686981,-79.882789,2.43,82.83837209302328
2450099999,60.7333333,17.5666666,4.0,43.518539325842696
23221099999,66.0,57.3666666,80.0,29.513907284768216
33587099999,48.7666666,30.2333333,216.0,47.275683060109294
1055099999,71.1,23.9833333,14.22,39.63
72744999999,46.417,-92.8,328.0,40.4120218579235
95662099999,-32.85,135.15,166.0,62.517270194986075
71354099999,53.5666666,-112.3,683.0,12.267647058823528
99445099999,24.63,-81.11,0.0,77.00762711864407
2991099999,60.2,25.6333333,27.1,45.84834437086092
72445999999,38.1,-92.55,265.0,54.730930930930924
85892099999,-47.243847,-72.588417,195.98,62.91363636363637
2072099999,67.7333333,22.8333333,313.0,31.23109243697479
58633099999,28.9666666,118.8666666,71.0,64.1535519125683
60107099999,35.177103,-3.839525,27.12,63.51424657534247
44219099999,48.5166667,94.3,1263.0,34.770357142857144
78708099999,15.452639,-87.923556,27.73,80.28968481375358
53898099999,36.05,114.1333333,195.7,57.55329670329671
68040099999,-21.4166667,25.6,985.0,72.2685082872928
26233099999,58.3666666,25.6,86.0,42.39775910364145
2307099999,61.8833333,12.85,869.0,34.78089887640449
72549599999,43.217,-95.833,433.0,47.98286516853933
14443099999,42.4,16.2666666,98.0,62.892200557103074
40405099999,26.3,43.7666666,648.0,77.89480874316939
87715099999,-38.949,-68.155711,272.79,60.06813186813186
